Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,League_Name,Season_Id
2024-12-22,Roma,Parma,5,0,H,1.53,4.2,6.25,Serie A,2425
2024-12-22,Venezia,Cagliari,2,1,H,2.5,3.3,2.88,Serie A,2425
2024-12-22,Atalanta,Empoli,3,2,H,1.29,5.5,11.0,Serie A,2425
2024-12-22,Monza,Juventus,1,2,A,6.25,3.5,1.65,Serie A,2425
2024-12-23,Fiorentina,Udinese,1,2,A,1.6,3.8,6.0,Serie A,2425
2024-12-23,Inter,Como,2,0,H,1.2,6.5,15.0,Serie A,2425
2024-12-28,Empoli,Genoa,1,2,A,2.55,2.9,3.1,Serie A,2425
2024-12-28,Parma,Monza,2,1,H,2.3,3.5,3.0,Serie A,2425
2024-12-28,Cagliari,Inter,0,3,A,6.5,4.75,1.44,Serie A,2425
2024-12-28,Lazio,Atalanta,1,1,D,3.0,3.3,2.4,Serie A,2425
2024-12-29,Udinese,Torino,2,2,D,2.25,3.1,3.5,Serie A,2425
2024-12-29,Napoli,Venezia,1,0,H,1.27,5.5,11.0,Serie A,2425
2024-12-29,Juventus,Fiorentina,2,2,D,1.95,3.3,4.2,Serie A,2425
2024-12-29,Milan,Roma,1,1,D,2.25,3.4,3.2,Serie A,2425
2024-12-30,Como,Lecce,2,0,H,1.7,3.7,5.0,Serie A,2425
2024-12-30,Bologna,Verona,2,3,A,1.5,4.1,7.0,Serie A,2425
2025-01-04,Venezia,Empoli,1,1,D,2.3,3.1,3.4,Serie A,2425
2025-01-04,Fiorentina,Napoli,0,3,A,2.88,3.25,2.55,Serie A,2425
2025-01-04,Verona,Udinese,0,0,D,3.0,3.0,2.55,Serie A,2425
2025-01-05,Monza,Cagliari,1,2,A,2.4,3.25,3.0,Serie A,2425
2025-01-05,Lecce,Genoa,0,0,D,2.63,3.0,2.9,Serie A,2425
2025-01-05,Torino,Parma,0,0,D,1.85,3.4,4.5,Serie A,2425
2025-01-05,Roma,Lazio,2,0,H,2.55,3.1,3.0,Serie A,2425
2025-01-10,Lazio,Como,1,1,D,1.9,3.4,4.2,Serie A,2425
2025-01-11,Empoli,Lecce,1,3,A,2.0,3.1,4.33,Serie A,2425
2025-01-11,Udinese,Atalanta,0,0,D,5.25,3.8,1.65,Serie A,2425
2025-01-11,Torino,Juventus,1,1,D,5.0,3.2,1.8,Serie A,2425
2025-01-11,Milan,Cagliari,1,1,D,1.33,5.0,9.5,Serie A,2425
2025-01-12,Genoa,Parma,1,0,H,1.91,3.5,4.0,Serie A,2425
2025-01-12,Venezia,Inter,0,1,A,11.0,5.25,1.29,Serie A,2425
2025-01-12,Bologna,Roma,2,2,D,2.8,3.2,2.6,Serie A,2425
2025-01-12,Napoli,Verona,2,0,H,1.25,5.5,13.0,Serie A,2425
2025-01-13,Monza,Fiorentina,2,1,H,4.2,3.5,1.85,Serie A,2425
2025-01-14,Como,Milan,1,2,A,4.2,3.5,1.9,Serie A,2425
2025-01-14,Atalanta,Juventus,1,1,D,2.1,3.25,3.7,Serie A,2425
2025-01-15,Inter,Bologna,2,2,D,1.48,4.2,7.0,Serie A,2425
2025-01-17,Roma,Genoa,3,1,H,1.5,4.1,6.5,Serie A,2425
2025-01-18,Bologna,Monza,3,1,H,1.6,3.75,6.0,Serie A,2425
2025-01-18,Juventus,Milan,2,0,H,2.15,3.3,3.4,Serie A,2425
2025-01-18,Atalanta,Napoli,2,3,A,2.25,3.25,3.25,Serie A,2425
2025-01-19,Fiorentina,Torino,1,1,D,1.73,3.4,5.5,Serie A,2425
2025-01-19,Cagliari,Lecce,4,1,H,1.95,3.3,4.1,Serie A,2425
2025-01-19,Parma,Venezia,1,1,D,2.15,3.7,3.1,Serie A,2425
2025-01-19,Verona,Lazio,0,3,A,5.0,3.5,1.75,Serie A,2425
2025-01-19,Inter,Empoli,3,1,H,1.25,5.75,13.0,Serie A,2425
2025-01-20,Como,Udinese,4,1,H,2.15,3.4,3.4,Serie A,2425
2025-01-24,Torino,Cagliari,2,0,H,2.2,3.2,3.6,Serie A,2425
2025-01-25,Como,Atalanta,1,2,A,4.2,3.6,1.85,Serie A,2425
2025-01-25,Napoli,Juventus,2,1,H,2.15,3.1,3.8,Serie A,2425
2025-01-25,Empoli,Bologna,1,1,D,3.8,3.3,2.0,Serie A,2425
2025-01-26,Milan,Parma,3,2,H,1.3,6.0,8.5,Serie A,2425
2025-01-26,Udinese,Roma,1,2,A,3.3,3.3,2.25,Serie A,2425
2025-01-26,Lecce,Inter,0,4,A,9.5,5.25,1.33,Serie A,2425
2025-01-26,Lazio,Fiorentina,1,2,A,2.0,3.5,3.8,Serie A,2425
2025-01-27,Venezia,Verona,1,1,D,2.15,3.5,3.25,Serie A,2425
2025-01-27,Genoa,Monza,2,0,H,2.25,3.0,3.6,Serie A,2425
2025-01-31,Parma,Lecce,1,3,A,2.15,3.4,3.5,Serie A,2425
2025-02-01,Monza,Verona,0,1,A,2.3,3.0,3.5,Serie A,2425
2025-02-01,Udinese,Venezia,3,2,H,1.83,3.4,4.5,Serie A,2425
2025-02-01,Atalanta,Torino,1,1,D,1.42,4.5,7.5,Serie A,2425
2025-02-01,Bologna,Como,2,0,H,1.9,3.5,4.2,Serie A,2425
2025-02-02,Juventus,Empoli,4,1,H,1.36,4.75,9.0,Serie A,2425
2025-02-02,Fiorentina,Genoa,2,1,H,1.65,3.9,5.25,Serie A,2425
2025-02-02,Milan,Inter,1,1,D,4.0,3.5,1.91,Serie A,2425
2025-02-02,Roma,Napoli,1,1,D,3.1,3.2,2.38,Serie A,2425
2025-02-03,Cagliari,Lazio,1,2,A,3.9,3.4,2.0,Serie A,2425
2025-02-06,Fiorentina,Inter,3,0,H,3.6,3.5,2.05,Serie A,2425
2025-02-07,Como,Juventus,1,2,A,3.7,3.4,2.05,Serie A,2425
2025-02-08,Verona,Atalanta,0,5,A,6.25,4.1,1.53,Serie A,2425
2025-02-08,Empoli,Milan,0,2,A,5.5,3.8,1.65,Serie A,2425
2025-02-08,Torino,Genoa,1,1,D,2.2,3.1,3.6,Serie A,2425
2025-02-09,Venezia,Roma,0,1,A,5.0,3.7,1.73,Serie A,2425
2025-02-09,Cagliari,Parma,2,1,H,1.85,3.6,4.1,Serie A,2425
2025-02-09,Lazio,Monza,5,1,H,1.38,4.75,8.5,Serie A,2425
2025-02-09,Lecce,Bologna,0,0,D,4.2,3.5,1.91,Serie A,2425
2025-02-09,Napoli,Udinese,1,1,D,1.44,4.5,7.5,Serie A,2425
2025-02-10,Inter,Fiorentina,2,1,H,1.48,4.75,6.5,Serie A,2425
2025-02-14,Bologna,Torino,3,2,H,1.8,3.4,5.0,Serie A,2425
2025-02-15,Atalanta,Cagliari,0,0,D,1.44,4.75,6.5,Serie A,2425
2025-02-15,Lazio,Napoli,2,2,D,2.63,3.2,2.8,Serie A,2425
2025-02-15,Milan,Verona,1,0,H,1.33,4.75,9.5,Serie A,2425
2025-02-16,Fiorentina,Como,0,2,A,2.0,3.5,3.75,Serie A,2425
2025-02-16,Monza,Lecce,0,0,D,2.7,3.2,2.7,Serie A,2425
2025-02-16,Udinese,Empoli,3,0,H,1.8,3.5,4.75,Serie A,2425
2025-02-16,Parma,Roma,0,1,A,3.6,3.5,2.05,Serie A,2425
2025-02-16,Juventus,Inter,1,0,H,3.4,3.2,2.25,Serie A,2425
2025-02-17,Genoa,Venezia,2,0,H,1.85,3.4,4.5,Serie A,2425
2025-02-21,Lecce,Udinese,0,1,A,3.0,3.0,2.6,Serie A,2425
2025-02-22,Parma,Bologna,2,0,H,4.0,3.5,1.91,Serie A,2425
2025-02-22,Venezia,Lazio,0,0,D,5.0,4.0,1.67,Serie A,2425
2025-02-22,Torino,Milan,2,1,H,3.9,3.3,2.0,Serie A,2425
2025-02-22,Inter,Genoa,1,0,H,1.27,5.25,13.0,Serie A,2425
2025-02-23,Como,Napoli,2,1,H,3.6,3.0,2.25,Serie A,2425
2025-02-23,Verona,Fiorentina,1,0,H,4.33,3.4,1.9,Serie A,2425
2025-02-23,Empoli,Atalanta,0,5,A,6.25,3.9,1.57,Serie A,2425
2025-02-23,Cagliari,Juventus,0,1,A,4.1,3.5,1.9,Serie A,2425
2025-02-24,Roma,Monza,4,0,H,1.33,4.75,11.0,Serie A,2425
2025-02-27,Bologna,Milan,2,1,H,2.88,3.3,2.5,Serie A,2425
2025-02-28,Fiorentina,Lecce,1,0,H,1.75,3.4,5.0,Serie A,2425
2025-03-01,Atalanta,Venezia,0,0,D,1.2,6.5,15.0,Serie A,2425
2025-03-01,Napoli,Inter,1,1,D,3.1,3.2,2.38,Serie A,2425
2025-03-01,Udinese,Parma,1,0,H,1.8,3.6,4.5,Serie A,2425
2025-03-02,Monza,Torino,0,2,A,4.1,3.3,1.95,Serie A,2425
2025-03-02,Bologna,Cagliari,2,1,H,1.57,3.75,6.5,Serie A,2425
2025-03-02,Genoa,Empoli,1,1,D,1.91,3.1,4.75,Serie A,2425
2025-03-02,Roma,Como,2,1,H,1.87,3.6,4.0,Serie A,2425
2025-03-02,Milan,Lazio,1,2,A,2.05,3.6,3.5,Serie A,2425
2025-03-03,Juventus,Verona,2,0,H,1.3,5.0,12.0,Serie A,2425
2025-03-07,Cagliari,Genoa,1,1,D,2.45,3.0,3.2,Serie A,2425
2025-03-08,Como,Venezia,1,1,D,1.57,3.8,6.5,Serie A,2425
2025-03-08,Parma,Torino,2,2,D,3.0,3.25,2.4,Serie A,2425
2025-03-08,Lecce,Milan,2,3,A,4.75,3.6,1.75,Serie A,2425
2025-03-08,Inter,Monza,3,2,H,1.14,7.0,21.0,Serie A,2425
2025-03-09,Verona,Bologna,1,2,A,5.25,3.3,1.75,Serie A,2425
2025-03-09,Napoli,Fiorentina,2,1,H,1.55,4.0,6.25,Serie A,2425
2025-03-09,Empoli,Roma,0,1,A,3.9,3.3,2.0,Serie A,2425
2025-03-09,Juventus,Atalanta,0,4,A,2.5,3.25,2.88,Serie A,2425
2025-03-10,Lazio,Udinese,1,1,D,1.73,3.5,5.25,Serie A,2425
2025-03-14,Genoa,Lecce,2,1,H,2.15,2.9,4.2,Serie A,2425
2025-03-15,Monza,Parma,1,1,D,3.1,3.0,2.45,Serie A,2425
2025-03-15,Udinese,Verona,0,1,A,1.73,3.5,5.0,Serie A,2425
2025-03-15,Milan,Como,2,1,H,1.8,3.6,4.5,Serie A,2425
2025-03-15,Torino,Empoli,1,0,H,1.8,3.3,5.0,Serie A,2425
2025-03-16,Venezia,Napoli,0,0,D,5.75,4.33,1.53,Serie A,2425
2025-03-16,Bologna,Lazio,5,0,H,2.4,3.1,3.25,Serie A,2425
2025-03-16,Roma,Cagliari,1,0,H,1.55,4.2,5.75,Serie A,2425
2025-03-16,Fiorentina,Juventus,3,0,H,3.4,3.2,2.25,Serie A,2425
2025-03-16,Atalanta,Inter,0,2,A,2.55,3.3,2.8,Serie A,2425
2025-03-29,Como,Empoli,1,1,D,1.75,3.3,5.25,Serie A,2425
2025-03-29,Venezia,Bologna,0,1,A,5.0,3.5,1.75,Serie A,2425
2025-03-29,Juventus,Genoa,1,0,H,1.53,3.9,7.0,Serie A,2425
2025-03-29,Lecce,Roma,0,1,A,4.75,3.5,1.75,Serie A,2425
2025-03-30,Cagliari,Monza,3,0,H,1.67,3.5,5.5,Serie A,2425
2025-03-30,Fiorentina,Atalanta,1,0,H,3.75,3.3,2.05,Serie A,2425
2025-03-30,Inter,Udinese,2,1,H,1.4,4.33,8.5,Serie A,2425
2025-03-30,Napoli,Milan,2,1,H,1.91,3.7,3.75,Serie A,2425
2025-03-31,Verona,Parma,0,0,D,2.4,3.1,3.1,Serie A,2425
2025-03-31,Lazio,Torino,1,1,D,1.75,3.3,5.25,Serie A,2425
2025-04-04,Genoa,Udinese,1,0,H,2.45,2.88,3.4,Serie A,2425
2025-04-05,Monza,Como,1,3,A,5.0,3.8,1.7,Serie A,2425
2025-04-05,Parma,Inter,2,2,D,6.5,4.5,1.48,Serie A,2425
2025-04-05,Milan,Fiorentina,2,2,D,1.9,3.5,4.2,Serie A,2425
2025-04-06,Lecce,Venezia,1,1,D,2.3,3.1,3.4,Serie A,2425
2025-04-06,Empoli,Cagliari,0,0,D,2.45,3.0,3.1,Serie A,2425
2025-04-06,Torino,Verona,1,1,D,1.8,3.2,5.25,Serie A,2425
2025-04-06,Atalanta,Lazio,0,1,A,1.7,3.8,5.0,Serie A,2425
2025-04-06,Roma,Juventus,1,1,D,2.5,3.1,3.0,Serie A,2425
2025-04-07,Bologna,Napoli,1,1,D,2.9,3.0,2.7,Serie A,2425
2025-04-11,Udinese,Milan,0,4,A,4.0,3.6,1.91,Serie A,2425
2025-04-12,Venezia,Monza,1,0,H,1.73,3.6,5.0,Serie A,2425
2025-04-12,Inter,Cagliari,3,1,H,1.33,5.25,8.0,Serie A,2425
2025-04-12,Juventus,Lecce,2,1,H,1.33,4.5,10.0,Serie A,2425
2025-04-13,Atalanta,Bologna,2,0,H,1.95,3.5,3.9,Serie A,2425
2025-04-13,Fiorentina,Parma,0,0,D,1.73,3.8,4.75,Serie A,2425
2025-04-13,Verona,Genoa,0,0,D,3.0,2.9,2.63,Serie A,2425
2025-04-13,Como,Torino,1,0,H,1.91,3.5,4.1,Serie A,2425
2025-04-13,Lazio,Roma,1,1,D,2.8,3.2,2.63,Serie A,2425
2025-04-14,Napoli,Empoli,3,0,H,1.33,5.0,9.5,Serie A,2425
2025-04-19,Lecce,Como,0,3,A,3.75,3.3,2.05,Serie A,2425
2025-04-19,Monza,Napoli,0,1,A,13.0,5.0,1.29,Serie A,2425
2025-04-19,Roma,Verona,1,0,H,1.4,4.5,8.5,Serie A,2425
2025-04-20,Empoli,Venezia,2,2,D,2.25,3.0,3.6,Serie A,2425
2025-04-20,Bologna,Inter,1,0,H,3.4,3.1,2.3,Serie A,2425
2025-04-20,Milan,Atalanta,0,1,A,2.5,3.4,2.75,Serie A,2425
2025-04-23,Cagliari,Fiorentina,1,2,A,3.1,3.1,2.45,Serie A,2425
2025-04-23,Genoa,Lazio,0,2,A,3.3,3.2,2.3,Serie A,2425
2025-04-23,Parma,Juventus,1,0,H,4.75,3.6,1.75,Serie A,2425
2025-04-23,Torino,Udinese,2,0,H,2.4,2.9,3.3,Serie A,2425
2025-04-27,Como,Genoa,1,0,H,1.85,3.4,4.75,Serie A,2425
2025-04-27,Venezia,Milan,0,2,A,4.75,4.0,1.7,Serie A,2425
2025-04-27,Fiorentina,Empoli,2,1,H,1.83,3.5,4.5,Serie A,2425
2025-04-27,Inter,Roma,0,1,A,1.73,3.8,4.75,Serie A,2425
2025-04-27,Juventus,Monza,2,0,H,1.2,7.5,12.0,Serie A,2425
2025-04-27,Atalanta,Lecce,1,1,D,1.25,6.0,11.0,Serie A,2425
2025-04-27,Napoli,Torino,2,0,H,1.42,4.33,8.0,Serie A,2425
2025-04-28,Udinese,Bologna,0,0,D,4.5,3.5,1.85,Serie A,2425
2025-04-28,Lazio,Parma,2,2,D,1.53,4.5,5.75,Serie A,2425
2025-04-28,Verona,Cagliari,0,2,A,2.5,2.75,3.5,Serie A,2425
2025-05-02,Torino,Venezia,1,1,D,2.5,2.88,3.25,Serie A,2425
2025-05-03,Cagliari,Udinese,1,2,A,2.2,3.2,3.5,Serie A,2425
2025-05-03,Parma,Como,0,1,A,3.1,3.3,2.3,Serie A,2425
2025-05-03,Lecce,Napoli,0,1,A,7.0,3.8,1.55,Serie A,2425
2025-05-03,Inter,Verona,1,0,H,1.3,5.25,10.0,Serie A,2425
2025-05-04,Empoli,Lazio,0,1,A,4.33,3.6,1.83,Serie A,2425
2025-05-04,Monza,Atalanta,0,4,A,13.0,6.0,1.22,Serie A,2425
2025-05-04,Roma,Fiorentina,1,0,H,1.65,3.7,5.5,Serie A,2425
2025-05-04,Bologna,Juventus,1,1,D,2.4,3.1,3.2,Serie A,2425
2025-05-05,Genoa,Milan,1,2,A,4.75,3.7,1.8,Serie A,2425
2025-05-09,Milan,Bologna,3,1,H,2.3,3.4,3.0,Serie A,2425
2025-05-10,Como,Cagliari,3,1,H,1.73,3.8,4.75,Serie A,2425
2025-05-10,Lazio,Juventus,1,1,D,2.45,3.2,3.0,Serie A,2425
2025-05-10,Empoli,Parma,2,1,H,2.15,3.3,3.5,Serie A,2425
2025-05-11,Udinese,Monza,1,2,A,1.48,4.2,7.0,Serie A,2425
2025-05-11,Verona,Lecce,1,1,D,2.15,3.0,3.75,Serie A,2425
2025-05-11,Torino,Inter,0,2,A,5.75,4.0,1.57,Serie A,2425
2025-05-11,Napoli,Genoa,2,2,D,1.3,5.25,11.0,Serie A,2425
2025-05-12,Venezia,Fiorentina,2,1,H,3.1,3.2,2.38,Serie A,2425
2025-05-12,Atalanta,Roma,2,1,H,1.95,3.6,3.75,Serie A,2425
2025-05-17,Genoa,Atalanta,2,3,A,4.5,3.9,1.75,Serie A,2425
2025-05-18,Cagliari,Venezia,3,0,H,2.6,3.0,3.0,Serie A,2425
2025-05-18,Fiorentina,Bologna,3,2,H,2.75,3.0,2.75,Serie A,2425
2025-05-18,Inter,Lazio,2,2,D,1.62,4.2,5.0,Serie A,2425
2025-05-18,Juventus,Udinese,2,0,H,1.38,4.75,8.5,Serie A,2425
2025-05-18,Lecce,Torino,1,0,H,1.83,3.4,4.6,Serie A,2425
2025-05-18,Monza,Empoli,1,3,A,5.0,3.6,1.73,Serie A,2425
2025-05-18,Parma,Napoli,0,0,D,6.25,4.2,1.5,Serie A,2425
2025-05-18,Roma,Milan,3,1,H,2.3,3.6,2.9,Serie A,2425
2025-05-18,Verona,Como,1,1,D,3.5,3.3,2.15,Serie A,2425
2025-05-23,Como,Inter,0,2,A,5.0,4.2,1.65,Serie A,2425
2025-05-23,Napoli,Cagliari,2,0,H,1.2,7.0,12.0,Serie A,2425
2025-05-24,Bologna,Genoa,1,3,A,1.5,4.5,6.0,Serie A,2425
2025-05-24,Milan,Monza,2,0,H,1.22,7.0,11.0,Serie A,2425
2025-05-25,Atalanta,Parma,2,3,A,1.75,3.5,5.0,Serie A,2425
2025-05-25,Empoli,Verona,1,2,A,1.95,3.2,4.33,Serie A,2425
2025-05-25,Lazio,Lecce,0,1,A,1.53,3.7,7.5,Serie A,2425
2025-05-25,Torino,Roma,0,2,A,5.5,4.2,1.57,Serie A,2425
2025-05-25,Udinese,Fiorentina,2,3,A,3.7,3.6,2.0,Serie A,2425
2025-05-25,Venezia,Juventus,2,3,A,5.75,4.33,1.53,Serie A,2425
2024-08-16,Le Havre,Paris SG,1,4,A,7.0,4.75,1.42,Ligue 1,2425
2024-08-17,Brest,Marseille,1,5,A,3.0,3.3,2.4,Ligue 1,2425
2024-08-17,Reims,Lille,0,2,A,3.3,3.4,2.2,Ligue 1,2425
2024-08-17,Monaco,St Etienne,1,0,H,1.48,4.5,6.25,Ligue 1,2425
2024-08-18,Auxerre,Nice,2,1,H,3.1,3.25,2.35,Ligue 1,2425
2024-08-18,Angers,Lens,0,1,A,5.75,3.8,1.62,Ligue 1,2425
2024-08-18,Montpellier,Strasbourg,1,1,D,2.0,3.3,3.75,Ligue 1,2425
2024-08-18,Toulouse,Nantes,0,0,D,2.1,3.3,3.7,Ligue 1,2425
2024-08-18,Rennes,Lyon,3,0,H,2.35,3.5,2.9,Ligue 1,2425
2024-08-23,Paris SG,Montpellier,6,0,H,1.25,7.0,10.0,Ligue 1,2425
2024-08-24,Lyon,Monaco,0,2,A,2.5,3.8,2.6,Ligue 1,2425
2024-08-24,Lille,Angers,2,0,H,1.36,4.75,9.0,Ligue 1,2425
2024-08-24,St Etienne,Le Havre,0,2,A,2.1,3.4,3.5,Ligue 1,2425
2024-08-25,Lens,Brest,2,0,H,1.8,3.7,4.5,Ligue 1,2425
2024-08-25,Nantes,Auxerre,2,0,H,2.25,3.3,3.25,Ligue 1,2425
2024-08-25,Nice,Toulouse,1,1,D,1.85,3.4,4.5,Ligue 1,2425
2024-08-25,Strasbourg,Rennes,3,1,H,3.1,3.5,2.25,Ligue 1,2425
2024-08-25,Marseille,Reims,2,2,D,1.53,4.5,5.5,Ligue 1,2425
2024-08-30,Lyon,Strasbourg,4,3,H,1.85,3.75,4.0,Ligue 1,2425
2024-08-31,Brest,St Etienne,4,0,H,1.8,3.8,4.33,Ligue 1,2425
2024-08-31,Montpellier,Nantes,1,3,A,2.25,3.4,3.2,Ligue 1,2425
2024-08-31,Toulouse,Marseille,1,3,A,3.8,3.8,1.9,Ligue 1,2425
2024-09-01,Monaco,Lens,1,1,D,1.85,3.9,3.9,Ligue 1,2425
2024-09-01,Angers,Nice,1,4,A,4.0,3.3,2.0,Ligue 1,2425
2024-09-01,Le Havre,Auxerre,3,1,H,2.75,3.3,2.6,Ligue 1,2425
2024-09-01,Reims,Rennes,2,1,H,2.9,3.5,2.38,Ligue 1,2425
2024-09-01,Lille,Paris SG,1,3,A,3.9,3.8,1.85,Ligue 1,2425
2024-09-13,St Etienne,Lille,1,0,H,5.5,3.6,1.7,Ligue 1,2425
2024-09-14,Marseille,Nice,2,0,H,1.7,3.9,4.5,Ligue 1,2425
2024-09-14,Auxerre,Monaco,0,3,A,3.9,3.75,1.85,Ligue 1,2425
2024-09-14,Paris SG,Brest,3,1,H,1.27,6.0,10.0,Ligue 1,2425
2024-09-15,Rennes,Montpellier,3,0,H,1.62,4.0,5.25,Ligue 1,2425
2024-09-15,Nantes,Reims,1,2,A,2.38,3.4,3.0,Ligue 1,2425
2024-09-15,Strasbourg,Angers,1,1,D,1.7,3.8,5.25,Ligue 1,2425
2024-09-15,Toulouse,Le Havre,2,0,H,1.8,3.6,4.5,Ligue 1,2425
2024-09-15,Lens,Lyon,0,0,D,1.8,3.75,4.33,Ligue 1,2425
2024-09-20,Nice,St Etienne,8,0,H,1.53,4.1,6.5,Ligue 1,2425
2024-09-21,Lille,Strasbourg,3,3,D,1.7,4.0,4.75,Ligue 1,2425
2024-09-21,Rennes,Lens,1,1,D,2.35,3.4,3.0,Ligue 1,2425
2024-09-21,Reims,Paris SG,1,1,D,6.5,4.75,1.44,Ligue 1,2425
2024-09-22,Monaco,Le Havre,3,1,H,1.36,4.75,8.5,Ligue 1,2425
2024-09-22,Angers,Nantes,1,1,D,3.2,3.3,2.3,Ligue 1,2425
2024-09-22,Brest,Toulouse,2,0,H,2.15,3.5,3.4,Ligue 1,2425
2024-09-22,Montpellier,Auxerre,3,2,H,2.3,3.3,3.2,Ligue 1,2425
2024-09-22,Lyon,Marseille,2,3,A,2.9,3.8,2.2,Ligue 1,2425
2024-09-27,Auxerre,Brest,3,0,H,2.75,3.4,2.55,Ligue 1,2425
2024-09-27,Paris SG,Rennes,3,1,H,1.38,5.25,7.5,Ligue 1,2425
2024-09-28,Lens,Nice,0,0,D,2.05,3.4,3.75,Ligue 1,2425
2024-09-28,Le Havre,Lille,0,3,A,4.75,3.7,1.75,Ligue 1,2425
2024-09-28,Monaco,Montpellier,2,1,H,1.33,5.5,7.5,Ligue 1,2425
2024-09-29,Toulouse,Lyon,1,2,A,2.45,3.4,2.88,Ligue 1,2425
2024-09-29,Angers,Reims,1,3,A,3.6,3.2,2.2,Ligue 1,2425
2024-09-29,Nantes,St Etienne,2,2,D,1.73,3.8,4.75,Ligue 1,2425
2024-09-29,Strasbourg,Marseille,1,0,H,3.4,3.9,2.0,Ligue 1,2425
2024-10-04,Marseille,Angers,1,1,D,1.25,6.0,12.0,Ligue 1,2425
2024-10-05,St Etienne,Auxerre,3,1,H,2.7,3.4,2.6,Ligue 1,2425
2024-10-05,Lille,Toulouse,2,1,H,1.73,4.1,4.5,Ligue 1,2425
2024-10-05,Rennes,Monaco,1,2,A,2.7,3.5,2.55,Ligue 1,2425
2024-10-06,Lyon,Nantes,2,0,H,1.75,3.6,4.75,Ligue 1,2425
2024-10-06,Brest,Le Havre,2,0,H,1.8,3.6,4.5,Ligue 1,2425
2024-10-06,Reims,Montpellier,4,2,H,1.8,3.8,4.33,Ligue 1,2425
2024-10-06,Strasbourg,Lens,2,2,D,3.0,3.3,2.4,Ligue 1,2425
2024-10-06,Nice,Paris SG,1,1,D,4.75,4.0,1.7,Ligue 1,2425
2024-10-18,Monaco,Lille,0,0,D,1.91,3.6,3.8,Ligue 1,2425
2024-10-19,Brest,Rennes,1,1,D,2.9,3.25,2.5,Ligue 1,2425
2024-10-19,St Etienne,Lens,0,2,A,5.25,3.75,1.67,Ligue 1,2425
2024-10-19,Paris SG,Strasbourg,4,2,H,1.27,5.75,10.0,Ligue 1,2425
2024-10-20,Le Havre,Lyon,0,4,A,3.75,3.5,2.0,Ligue 1,2425
2024-10-20,Auxerre,Reims,2,1,H,2.63,3.4,2.6,Ligue 1,2425
2024-10-20,Nantes,Nice,1,1,D,3.25,3.1,2.38,Ligue 1,2425
2024-10-20,Toulouse,Angers,1,1,D,1.57,3.75,6.5,Ligue 1,2425
2024-10-20,Montpellier,Marseille,0,5,A,4.33,4.0,1.73,Ligue 1,2425
2024-10-25,Rennes,Le Havre,1,0,H,1.45,4.0,7.5,Ligue 1,2425
2024-10-26,Angers,St Etienne,4,2,H,2.45,3.3,2.9,Ligue 1,2425
2024-10-26,Reims,Brest,1,2,A,2.15,3.5,3.25,Ligue 1,2425
2024-10-26,Lens,Lille,0,2,A,2.3,3.4,3.1,Ligue 1,2425
2024-10-27,Lyon,Auxerre,2,2,D,1.48,5.0,5.5,Ligue 1,2425
2024-10-27,Montpellier,Toulouse,0,3,A,3.1,3.6,2.2,Ligue 1,2425
2024-10-27,Nice,Monaco,2,1,H,3.2,3.5,2.2,Ligue 1,2425
2024-10-27,Strasbourg,Nantes,3,1,H,1.85,3.6,4.2,Ligue 1,2425
2024-10-27,Marseille,Paris SG,0,3,A,3.9,3.7,1.9,Ligue 1,2425
2024-11-01,Monaco,Angers,0,1,A,1.22,6.5,12.0,Ligue 1,2425
2024-11-01,Lille,Lyon,1,1,D,2.15,3.75,3.1,Ligue 1,2425
2024-11-02,Paris SG,Lens,1,0,H,1.42,5.0,6.25,Ligue 1,2425
2024-11-02,Brest,Nice,0,1,A,2.63,3.25,2.75,Ligue 1,2425
2024-11-02,St Etienne,Strasbourg,2,0,H,3.8,3.7,1.91,Ligue 1,2425
2024-11-03,Toulouse,Reims,1,0,H,2.0,3.5,3.75,Ligue 1,2425
2024-11-03,Auxerre,Rennes,4,0,H,3.5,3.6,2.05,Ligue 1,2425
2024-11-03,Le Havre,Montpellier,1,0,H,2.2,3.5,3.2,Ligue 1,2425
2024-11-03,Nantes,Marseille,1,2,A,3.7,3.5,2.05,Ligue 1,2425
2024-11-08,Marseille,Auxerre,1,3,A,1.4,5.0,7.5,Ligue 1,2425
2024-11-09,Strasbourg,Monaco,1,3,A,3.4,3.7,2.0,Ligue 1,2425
2024-11-09,Lens,Nantes,3,2,H,1.6,3.9,5.75,Ligue 1,2425
2024-11-09,Angers,Paris SG,2,4,A,12.0,6.25,1.22,Ligue 1,2425
2024-11-10,Nice,Lille,2,2,D,2.55,3.2,2.9,Ligue 1,2425
2024-11-10,Le Havre,Reims,0,3,A,3.3,3.2,2.3,Ligue 1,2425
2024-11-10,Montpellier,Brest,3,1,H,3.25,3.5,2.2,Ligue 1,2425
2024-11-10,Rennes,Toulouse,0,2,A,2.15,3.4,3.4,Ligue 1,2425
2024-11-10,Lyon,St Etienne,1,0,H,1.33,5.5,8.0,Ligue 1,2425
2024-11-22,Monaco,Brest,3,2,H,1.5,4.33,6.5,Ligue 1,2425
2024-11-22,Paris SG,Toulouse,3,0,H,1.36,5.5,7.0,Ligue 1,2425
2024-11-23,Lens,Marseille,1,3,A,2.25,3.5,3.1,Ligue 1,2425
2024-11-23,St Etienne,Montpellier,1,0,H,2.3,3.6,2.9,Ligue 1,2425
